impound_no,Animal_ID,Data_Source,Record_Type,Link,Current_Location,Animal_Name,animal_type,Age,Animal_Gender,Animal_Breed,Animal_Color,Date,Date_Type,Obfuscated_Address,City,State,Zip,jurisdiction,obfuscated_latitude,obfuscated_longitude,Image,image_alt_text,Memo,Temperament
K19-114831,A578238,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1951720,In Public Home,,Dog,,,Maltese,White / White,01/13/2019 12:00:00 AM,Date Found,,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1951720,Image Copyright HLP Inc. 2019,,
K18-114280,A571907,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A571907,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Prince,Cat,6 YEARS 3 MONTHS,Neutered Male,Domestic Mediumhair,Brn Tabby,12/12/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A571907,Image Copyright HLP Inc. 2019,"Received on: 2018-12-12<p/> Description: Brn Tabby<p/>  Neutered Male Domestic Mediumhair Cat<p/> Age: 6 YEARS 3 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Prince and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on October 16, 2018. <p/><p/>I have been in foster care because when I arrived at the shelter I was ill. But I'm feeling all better and I am ready to find my forever home!  My foster mom said that I'm very sweet and mellow, and I love to cuddle. I even prefer to sleep in bed with my humans!  I have beautiful fur and I love to be brushed!<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/><p/> Adoption Fee: $30.00<p/>",
K19-114859,A578339,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1952272,In Public Home,,Cat,,,Domestic Mediumhair,Black / White,01/13/2019 12:00:00 AM,Date Found,124TH PLACE SE & SE 277TH PL,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1952272,Image Copyright HLP Inc. 2019,,
K19-114892,A578439,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,4 MONTHS,Unaltered,Domestic Shorthair,Brn Tabby / White,01/16/2019 12:00:00 AM,Received on,400 237TH AVE SE,SAMMAMISH,WA,98074,SAMMAMISH,47.605407,-122.023298,,Image Copyright HLP Inc. 2019,"Received on: 2019-01-16<p/> Found Near: 400 237TH AVE SE, SAMMAMISH WA 98074<p/> Description: Brn Tabby / White Unaltered Domestic Shorthair Cat<p/> Age: 4 MONTHS<p/>",
K19-114895,A578443,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unaltered,Not Provided,Black,01/16/2019 12:00:00 AM,Received on,11300 SE KENT KANGLEY RD,KENT,WA,98030,KENT,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-01-16<p/> Found Near: 11300 SE KENT KANGLEY RD, KENT WA 98030<p/> Description: Black Unaltered Not Provided Cat<p/> Age: NO AGE<p/>",
K19-114896,A578442,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unaltered,Not Provided,Black,01/16/2019 12:00:00 AM,Received on,11300 SE KENT KANGLEY RD,KENT,WA,98030,KENT,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-01-16<p/> Found Near: 11300 SE KENT KANGLEY RD, KENT WA 98030<p/> Description: Black Unaltered Not Provided Cat<p/> Age: NO AGE<p/>",
K19-114897,A578441,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Unaltered,Not Provided,Black,01/16/2019 12:00:00 AM,Received on,11300 SE KENT KANGLEY RD,KENT,WA,98030,KENT,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-01-16<p/> Found Near: 11300 SE KENT KANGLEY RD, KENT WA 98030<p/> Description: Black Unaltered Not Provided Cat<p/> Age: NO AGE<p/>",
K19-114692,A572568,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A572568,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Reece,Dog,6 YEARS 2 MONTHS,Neutered Male,German Shepherd,Black / Tan,01/04/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A572568,Image Copyright HLP Inc. 2019,"Received on: 2019-01-04<p/> Description: Black / Tan<p/>  Neutered Male German Shepherd Dog<p/> Age: 6 YEARS 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Reece and I am available for adoption.<p/><p/>I was brought in on January 4, 2019 because I had a tendancy to get too riled up when playing. I'm very sweet and love to play, but sometimes I forget how big I am!<p/><p/>I'm a sweet guy who is looking for a nice, calm, relaxing home that I can chill out and hang out with my people. BALL IS LIFE! I absolutely love to play fetch, and can literally play ALL DAY LONG! I am a very smart dog! I have shown my caregivers that I already know how to ""sit"" and bring the ball back to my people. My caregivers have noticed that I seem to do well with other large dogs. When meeting dogs in a new home, I would do best with a slow introduction. I do have some handling sensitivity when it comes to being pet around my rump and hips but sure do love to be pet on my shoulders and head! <p/><p/>I may be to much for small animals so I should be in a home that has creatures my size or only a little smaller. <p/><p/>My personality color is RED. I am a spirited dog with a fun-loving personality! I am still working on my manners, so I would do best with a family who is willing to work with me and help me become the best dog I can be!<p/> Adoption Fee: $200.00<p/>",RED
K19-114743,A578094,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A578094,"Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033",Cali,Cat,10 YEARS,Spayed Female,Domestic Shorthair,Tortie,01/08/2019 12:00:00 AM,Received on,12040 NE 85TH ST,KIRKLAND,WA,98033,KIRKLAND,47.680519,-122.179195,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578094,Image Copyright HLP Inc. 2019,"Received on: 2019-01-08<p/> Description: Tortie<p/>  Spayed Female Domestic Shorthair Cat<p/> Age: 10 YEARS<p/> Current Location: Kirkland Petco 12040 NE 85TH ST KIRKLAND, WA 98033<p/>Hi! My name is Cali and I am available for adoption.<p/><p/>I was brought in by my previous owner on 1/8/19 due to their health. I lived in a home with dogs and children though was afraid of them. My previous owner described me as affectionate.<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/> Adoption Fee: $30.00<p/>",RED
K19-114812,A578221,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578221,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Orion,Cat,5 YEARS,Neutered Male,Domestic Shorthair,White / Org Tabby,01/12/2019 12:00:00 AM,Received on,9600 S 248TH ST,KENT,WA,98030,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578221,Image Copyright HLP Inc. 2019,"Received on: 2019-01-12<p/> Found Near: 9600 S 248TH ST, KENT WA 98030<p/> Description: White / Org Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 5 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K19-114889,A578435,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1952667,LOST,Sylvester,Cat,,Male,Domestic Mediumhair,Unknown,01/13/2019 12:00:00 AM,Date Lost,500 N 169TH ST,SHORELINE,WA,98133,SHORELINE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1952667,Image Copyright HLP Inc. 2019,,
K19-114637,A577743,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A577743,"Covington Petco 27111 167TH PL SE COVINGTON, WA 98042",Maya,Cat,2 YEARS,Spayed Female,Domestic Mediumhair,Tortie,01/02/2019 12:00:00 AM,Received on,1000 CENTRAL AVE N,KENT,WA,98032,KENT,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A577743,Image Copyright HLP Inc. 2019,"Received on: 2019-01-02<p/> Found Near: 1000 CENTRAL AVE N, KENT WA 98032<p/> Description: Tortie Spayed Female Domestic Mediumhair Cat<p/> Age: 2 YEARS<p/> Current Location: Covington Petco 27111 167TH PL SE COVINGTON, WA 98042<p/>",GREEN
K19-114836,A578244,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578244,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Tamy,Cat,2 YEARS,Spayed Female,Domestic Shorthair,Calico / Brn Tabby,01/13/2019 12:00:00 AM,Received on,29100 42ND AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578244,Image Copyright HLP Inc. 2019,"Received on: 2019-01-13<p/> Found Near: 29100 42ND AVE S, AUBURN WA 98001<p/> Description: Calico / Brn Tabby Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K19-114907,A578523,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1952865,In Public Home,,Dog,,Female,Rottweiler,Black / Brown,01/05/2019 12:00:00 AM,Date Found,300 MICHAEL AVE,ENUMCLAW,WA,98022,ENUMCLAW,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1952865,Image Copyright HLP Inc. 2019,,
K19-114833,A578240,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578240,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Sorbie,Cat,2 YEARS,Spayed Female,Domestic Shorthair,White / Brown,01/13/2019 12:00:00 AM,Received on,29100 42ND AVE S,AUBURN,WA,98001,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578240,Image Copyright HLP Inc. 2019,"Received on: 2019-01-13<p/> Found Near: 29100 42ND AVE S, AUBURN WA 98001<p/> Description: White / Brown Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",BLUE
K19-114944,A578634,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Female,Domestic Shorthair,Tortie,01/18/2019 12:00:00 AM,Received on,9600 22ND AVE SW,SEATTLE,WA,98106,KING COUNTY,47.517231,-122.361763,,Image Copyright HLP Inc. 2019,"Received on: 2019-01-18<p/> Found Near: 9600 22ND AVE SW, SEATTLE WA 98106<p/> Description: Tortie Female Domestic Shorthair Cat<p/> Age: NO AGE<p/>",
K15-081328,A467465,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Petal,Cat,13 YEARS 7 MONTHS,Spayed Female,Domestic Longhair,Black / White,06/19/2015 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,MAPLE VALLEY,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A467465,Image Copyright HLP Inc. 2019,Received on: 2015-06-19<p/> Description: Black / White Spayed Female Domestic Longhair Cat<p/> Age: 13 YEARS 7 MONTHS<p/> Current Location: In RASKC Foster Home <p/><p/>Adoption Fee: An Adoption Fee has not been set. Please inquire with the shelter.<p/>,
K19-114956,A553693,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,2 YEARS 10 MONTHS,Spayed Female,Domestic Shorthair,Brn Tabby / White,01/18/2019 12:00:00 AM,Received on,20000 92ND AVE S,KENT,WA,98031,KENT,47.422798,-122.218062,,Image Copyright HLP Inc. 2019,"Received on: 2019-01-18<p/> Found Near: 20000 92ND AVE S, KENT WA 98031<p/> Description: Brn Tabby / White Spayed Female Domestic Shorthair Cat<p/> Age: 2 YEARS 10 MONTHS<p/>",
K19-114848,A200287,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,Blake,Dead Dog,NO AGE,Neutered Male,German Shepherd / Border Collie,Brown / Black,01/13/2019 12:00:00 AM,Received on,13200 SE EASTGATE WAY,BELLEVUE,WA,98005,BELLEVUE,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-01-13<p/> Found Near: 13200 SE EASTGATE WAY, BELLEVUE WA 98005<p/> Description: Brown / Black Neutered Male German Shepherd / Border Collie Dog<p/> Age: NO AGE<p/>",
K19-114902,A033578,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A033578,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Fred,Cat,13 YEARS 1 MONTH,Neutered Male,Domestic Shorthair,Org Tabby,01/16/2019 12:00:00 AM,Received on,23600 41ST AVE S,KENT,WA,98032,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A033578,Image Copyright HLP Inc. 2019,"Received on: 2019-01-16<p/> Found Near: 23600 41ST AVE S, KENT WA 98032<p/> Description: Org Tabby Neutered Male Domestic Shorthair Cat<p/> Age: 13 YEARS 1 MONTH<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K19-114968,A578667,Regional Animal Services of King County,FOUND,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,,,Dead Cat,NO AGE,Female,Domestic Shorthair,Black,01/19/2019 12:00:00 AM,Received on,17600 140TH AVE SE,RENTON,WA,98058,KING COUNTY,,,,Image Copyright HLP Inc. 2019,"Received on: 2019-01-19<p/> Found Near: 17600 140TH AVE SE, RENTON WA 98058<p/> Description: Black Female Domestic Shorthair Cat<p/> Age: NO AGE<p/>",
K19-114940,A492900,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A492900,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Roscoe,Cat,7 YEARS 8 MONTHS,Neutered Male,Siamese,Seal Pt / White,01/18/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A492900,Image Copyright HLP Inc. 2019,"Received on: 2019-01-18<p/> Description: Seal Pt / White<p/>  Neutered Male Siamese Cat<p/> Age: 7 YEARS 8 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Roscoe and I am available for adoption.<p/><p/>I was brought in by my previous owner on 1/18/19 because they had a severe allergy to cats. I lived in a home with another cats. My previous owner described me as independant, .<p/><p/>My personality color is BLUE. I am a gentle and loving cat who likes to take things slow. I may get nervous in new situations, so I am looking for a family who understands that I might need some time to warm up. Once I get to know you, I will be a very devoted friend!<p/><p/> My caregivers have noticed that I do not seem to get along with other cats, so I may do best as the only cat in my new home.<p/><p/> Adoption Fee: $30.00<p/>",BLUE
K19-114858,A578338,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A578338,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Edgar,Cat,10 YEARS,Neutered Male,Domestic Shorthair,Gray,01/14/2019 12:00:00 AM,Received on,24300 SE 440TH ST,ENUMCLAW,WA,98022,KING COUNTY,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578338,Image Copyright HLP Inc. 2019,"Received on: 2019-01-14<p/> Found Near: 24300 SE 440TH ST, ENUMCLAW WA 98022<p/> Description: Gray Neutered Male Domestic Shorthair Cat<p/> Age: 10 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",GREEN
K19-114931,A578594,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1953114,In Public Home,,Dog,,Male,German Shepherd,Brown / Black,01/17/2019 12:00:00 AM,Date Found,SW 356TH & 13TH AVE SW,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1953114,Image Copyright HLP Inc. 2019,,
K18-110764,A449513,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Lily,Cat,12 YEARS 9 MONTHS,Spayed Female,Domestic Longhair,Org Tabby,07/28/2018 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,AUBURN,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A449513,Image Copyright HLP Inc. 2019,"Received on: 2018-07-28<p/> Description: Org Tabby Spayed Female Domestic Longhair Cat<p/> Age: 12 YEARS 9 MONTHS<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is lily and I am available for adoption.<p/><p/>I was brought in by my previous owner on 7/28/18 because the other house cat did not like me.<p/><p/>My personality color is RED. I am a spirited cat with a fun-loving personality! I may be sensitive to handling, so I would do best in a home with a cat savvy family who knows when to give me some space.<p/><p/>I am an independent kitty who likes to do my own thing!<p/><p/>I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>Because of my shy nature, I would do best in a calm, quiet home.<p/>Adoption Fee: $30.00<p/>",RED
K18-113744,A574720,Regional Animal Services of King County,FOUND,https://petharbor.com/pet.asp?uaid=KING.A574720,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Rj,Dog,1 YEAR 2 MONTHS,Neutered Male,Pit Bull,Black / White,11/13/2018 12:00:00 AM,Received on,17600 SE LAKE MONEYSMITH RD,AUBURN,WA,98092,KING COUNTY,0,0,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A574720,Image Copyright HLP Inc. 2019,"Received on: 2018-11-13<p/> Found Near: 17600 SE LAKE MONEYSMITH RD, AUBURN WA 98092<p/> Description: Black / White Neutered Male Pit Bull Dog<p/> Age: 1 YEAR 2 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>",RED
K18-111765,A567180,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A567180,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Diego,Cat,12 YEARS 4 MONTHS,Neutered Male,Domestic Shorthair,Black,08/31/2018 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A567180,Image Copyright HLP Inc. 2019,"Received on: 2018-08-31<p/> Description: Black<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 12 YEARS 4 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Diego and I am available for adoption.<p/><p/>I was brought in by a good samaritan on August 31st, 2018.<p/><p/>I'm an older guy who is looking for a home for me to settle down and find my people. I'm a very sweet guy who is looking for a family that will spoil me and love me! I'm and avid bird watcher and a dream of mine would be to have a nice big window or a cat tree right by the window. My caregivers have noticed that I seem to do well with other cats. When meeting cats in a new home, I would do best with a slow introduction.<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/> Adoption Fee: $30.00<p/>",GREEN
K19-114977,A578672,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1953742,In Public Home,,Dog,,Female,Dachshund - Wire-Haired,Black / Brown,01/19/2019 12:00:00 AM,Date Found,00 4TH AVE S,ALGONA,WA,98001,ALGONA,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1953742,Image Copyright HLP Inc. 2019,,
K17-102943,A538943,Regional Animal Services of King County,ADOPTABLE,https://kingcounty.gov/depts/regional-animal-services/about-us/overview.aspx,In RASKC Foster Home,Anastasia,Cat,9 YEARS 4 MONTHS,Spayed Female,Domestic Longhair,Black,09/17/2017 12:00:00 AM,Received on,21615 64TH AVE S,KENT,WA,98032,KENT,47.407788,-122.255197,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A538943,Image Copyright HLP Inc. 2019,"Received on: 2017-09-17<p/> Description: Black Spayed Female Domestic Longhair Cat<p/> Age: 9 YEARS 4 MONTHS<p/> Current Location: In RASKC Foster Home <p/>Hi! My name is Anastasia and I am available for adoption.<p/><p/>I was brought in by a good samaritan on September 17, 2017.<p/><p/>I am an independent kitty who likes to do my own thing! I like getting attention on my own terms. I can get overstimulated with petting, so please move carefully with me and keep an eye out for signs that I might need a break.<p/><p/>My caregivers have noticed that I do not seem to get along with other cats, so I may do best as the only cat in my new home.<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/><p/>A veterinarian has diagnosed or tentatively diagnosed the above-described pet with the following condition(s):<p/><p/>1)   Renal disease.  Anastasia has been documented to have renal insufficiency characterized by increased renal values and the inability to concentrate urine.  She has increase thirst and increased urine production.  Renal disease is generally progressive and must be managed to maintain a good quality of life.  Your veterinarian may recommend additional testing, medications, prescription diets, or supplemental care as needed.<p/><p/>2)  Old fracture of left femoral head and left ilium.  Spondylosis in thoracolumbar area.  She has had some stiffness in the hind end.  These chronic changes can be managed with pain medication and joint supplements.  Treatment is focused on lifelong management of the disease, rather than a cure.  Treatment may include weight loss plans, daily medications, nutritional supplements or regular, moderate exercise.  Please follow up with your regular veterinarian.<p/><p/>3)  Radiographic evidence of bronchopulmonary disease/asthma.  No respiratoyr signs have been noted but she may need treatment in the future.<p/><p/>As a result of these conditions, your pet may need specialized care consisting of any or all of the below.  Please note this is not intended to be an exhaustive list.<p/><p/>- Special diet or prescription foods<p/>- Prescription or over-the-counter medicines<p/>- Special skin care or shampoos<p/>- Regular veterinarian visits, which may include blood tests or other monitoring<p/>- Possible surgery or other procedures as determined by your veterinarian<p/><p/>Adoption Fee: $30.00<p/>",
K19-114858,A578338,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A578338,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Edgar,Cat,10 YEARS,Neutered Male,Domestic Shorthair,Gray,01/14/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A578338,Image Copyright HLP Inc. 2019,"Received on: 2019-01-14<p/> Description: Gray<p/>  Neutered Male Domestic Shorthair Cat<p/> Age: 10 YEARS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Edgar and I am available for adoption.<p/><p/>I was brought in by an Animal Control Officer on January 14th, 2018. <p/><p/>I'm sweet guy just looking for a home I can kick back, relax and retire in. I love hanging out with my friends and family and enjoy a good pet or two! Windows, birds, food and treats are just a few of my favorite things.<p/><p/>My personality color is GREEN. I am an adaptable cat who loves to go with the flow! I am outgoing and carefree. I am an affectionate lovebug who would be thrilled to cuddle up with you at home!<p/><p/> Adoption Fee: $30.00<p/>",GREEN
K19-114984,A578698,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1954019,LOST,Melody,Cat,,Female,Domestic Shorthair,Unknown,01/19/2019 12:00:00 AM,Date Lost,9100 159TH PL NE,REDMOND,WA,98052,REDMOND,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1954019,Image Copyright HLP Inc. 2019,,
K19-114983,A578697,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1954003,In Public Home,,Dog,,,Norfolk Terrier,Brown,01/20/2019 12:00:00 AM,Date Found,12823 SOUTHEAST 280TH STREET,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1954003,Image Copyright HLP Inc. 2019,,
K19-114894,A055205,Regional Animal Services of King County,ADOPTABLE,https://petharbor.com/pet.asp?uaid=KING.A055205,"King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032",Keyla,Dog,8 YEARS 3 MONTHS,Spayed Female,Pit Bull,Black / White,01/16/2019 12:00:00 AM,Received on,,,,,,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=KING&ID=A055205,Image Copyright HLP Inc. 2019,"Received on: 2019-01-16<p/> Description: Black / White<p/>  Spayed Female Pit Bull Dog<p/> Age: 8 YEARS 3 MONTHS<p/> Current Location: King County Pet Adoption Center 21615 64TH AVE S KENT, WA 98032<p/>Hi! My name is Keyla and I am available for adoption.<p/><p/>I was brought in by my previous owner on January 16, 2019 because I have seperation anxiety. Because of that, I would do best in a home with someone who is home often or maybe could even take me with you to work!<p/><p/>I am an affectionate lovebug who would be thrilled to cuddle up with you at home! Despite my larger size, I still think of myself as a lapdog and will gladly curl up in your lap to take a nap if you let me. If you're looking for a snuggler then you found her!<p/><p/>I am also very good on leash and enjoy leisurely strolls with my people.<p/><p/>I arrived to the shelter with another large dog, but based on what my caregivers have observed, I would be happiest as the only pet in my new home. I want to be spoiled and be your only fur baby!<p/><p/>My personality color is GREEN. I am an adaptable dog who loves to go with the flow! I am outgoing and carefree, and I just can't wait to find my forever home!<p/> Adoption Fee: $100.00<p/>",GREEN
K19-114985,A578725,Regional Animal Services of King County,FOUND,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1954149,In Public Home,,Dog,,Male,Australian Shepherd,Black / White,01/20/2019 12:00:00 AM,Date Found,NORTH SEATAC PARK,,,,JURISDICTION,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1954149,Image Copyright HLP Inc. 2019,,
K19-114986,A578727,Regional Animal Services of King County,LOST,https://petharbor.com/PublicDetail.asp?searchtype=PUBFOUND&view=sysadm.v_animal&shelterlist='KING'&where=type&ID=1954296,LOST,Thor,Dog,,Male,Alaskan Malamute,Unknown,01/21/2019 12:00:00 AM,Date Lost,7100 121ST AVE SE,NEWCASTLE,WA,98056,NEWCASTLE,,,https://petharbor.com/get_image.asp?RES=Detail&LOCATION=PUBLIC&ID=1954296,Image Copyright HLP Inc. 2019,,
